id	items
1514785552ADEA762F3E9946BA2D48D2	6950196,6957908,7268563,7447477,6950198,7349830,7447446,6614444,6950165,6614443,6600773,6950190,7447490,6614447
1514785655A39AC8FE19BB6F155DF6C7	7293592,7182703,7466206,7227172
151478608957C2BEA94645767A9CF527	6563435,6148566
1514786564918A5F6C728D1A8D299536	7623681,7423907,7620314,7086588
15147867973C5A19FBBA0E953D7D23AD	7561102,7465944,7623235,7195149,7513401
1514786954E1267FBE5204BEA9BFA55F	7517458,6934087
1514787115890E43DCD642BC2F822A95	6839577,6306336,7250978
15147871487F131020697094BCD35ECA	5900786,7287962,6633910,7109112,7287950,7498688,7498686,7498693,6976851,7498691,6094442
151478717803409C3727FC1432C419A1	6563306,6267930,6416914,5980052,7354915,6917954,7490212
151478733435A4DEA1486587DC4B7F66	7102953,6550150,7244827,7177908,7172965,6579851
15147874644AACCDC552B91CD2E05787	7506966,6400537,6539639,7539043
1514787617FA8BB3991CE14CC7AC4631	3507858,7432533,7057300
1514787664F9058167DD50BD6F13A758	6644413,7022348
1514787758EB2704F9C64A5DE6E0F80C	7624761,6721817,7624763
1514787940734027D48EA06D8AA9F324	7502351,7449520
1514788237F6EA05B1652DFD2472D2C5	7052755,7112405
1514788274C70C44C16B2CBE2A0B4081	6560753,6567789,1552409
1514788352807AD559A4C13E3E97E667	7496626,6271466,5494374,5481228,7477267,4085369,7628602
1514788360FB8C0E4B2052E025D98A84	7544840,7100504,6744882
1514788382B36E8DAF2FB51AD11C809C	6430592,6763970
1514788423A9CF6BE57E4623685E0C35	6274962,6221292,5776935,6326469
1514788470BAE41AA5938A4BED3DE790	7516495,7233743
1514788655B3556625B1969B6A532F72	7013245,2271498,7629487
15147888139F9F51B1BDB618CFE33EEF	6679051,7533087
1514788900B7CD2036AAC1FCFC374396	7507145,5616038
15147894948A0CCC12A4DAB253CF7F70	7380511,7380532
151478979316F606461D135218EEF3D5	7210810,6431394,6271164,7205258
15147900913014DB25F156AC267E4423	6695664,7228316
1514790148396E6B0A6607E04CEF8158	7011635,7415128,6360116,6035379
15147907192235E75AA3EDE43014DAD4	6094258,7542479,6416914,6276172,7027336
15147909759A3527F9639F2C0291490E	6856445,6798601,5980052
151479101413F48394893AF2D3716930	5106022,7495957
15147915121AB1D415722E39EBA5E07F	5484865,7086929
1514791732BC7A1F09B54ECABB3B88CA	6701191,5983750
1514791736FC18A0D265A9515E9AA51D	6449095,7000820,5776935,6778826
1514791744E48814CFFB178221757DBC	7152746,6888211,7203865,7641930
15147917471E2CC68A9D7D4D09B827D7	6591144,7244827,7174291
15147918375CAEB90E530E89F5EA7F80	7105542,3628877
15147920400E5028CBCC0CE40EF5465C	7139338,7194107
15147921523EA1F30E6B2757AF9DC97E	7298751,6233430
15147926817C378C1EC4C7FA17800338	7214599,4040374,7309903,7450558,6947307,6988752,7382381,7305368,5532985,7265347,7390659,7623137,6171168,6745372,6027708
15147929083153382BCD61A1A74414E0	7527389,7404549,7584701,7221556,7190533,7436382,7451394,7459143,6444661
151479291394E41B5A81556D07A29927	7244827,6349809
15147929221838E04581A349A68F20D5	7249848,7394512
15147930713695FF08AF404ADBA27892	7394512,7249848
15147931260EBA02BAE7E468B8641792	6695512,7475883
1514793403190B6F225E58B15BEF3D73	7177905,6479017
1514793491F1478CC8FBA14D1BF922DF	7494057,7361505,5717214,1150409,7506489,6422436,7130011,5832709
1514793778615F70D9D48F56767D6DD7	7567057,7601803,7205585
1514793858AE2B94EA6D530689073B30	6576274,7484850
1514794008B2A1F119023474EFD3C071	7394512,7249848
1514794058E4A0DF699ED32634E14EA2	6765595,6621172,5777154,5793331,7224262,7246973,5756029
15147941661FE2B4206AF3A94C9C5BEC	7299537,7413924
151479467466948993F18D299CFA6933	7171111,5880467,6779653
1514794990A77D5E864556270D750EDA	7174291,7244827
15147950349E1764ECF8A30568DD5C0B	5734766,7232812,6686170,7004872,6084262,6018964,6421659,7388134,4332505,6823522,5983750,6005109,7624473
151479522867FFAB7D2693203F610070	6686170,7069930,5707882,5492150
151479524343BB41CCA21C9A8DDA3FA7	7031652,6196979,6860466,6911385,6819285
1514795317F71337CF8B5825C94C2759	7161137,6322398
1514795458C7C2EF302D13E7DEE989C9	6349809,6427524,7177726,6686170,7628101,6925983
1514795576A34EDF824C39DABE2A5960	7137914,7458994,7571083
1514795747B88AF3682DF3953D3689CC	7404954,6808011,7502364,7138505
151479577549197F2F30BCC889D8DA59	6991624,7472819,7230401,7249221,7284901,7250746,7229343,7098720,6921374,7098706,7413318,7249222,7058804
1514795821909A3ED38A6598E16797A3	6269312,7471888,7471949,6427146,6412725
1514796005D9B08B0633A6D262973181	7203676,7516669
15147960998C6787AE52D6644D962A91	6609798,6632279
151479611390A2F3FF0F75A45D2C2971	6996316,6996333
1514796211291C39D2BB49D57A5564FB	6317143,7473412,7544341,7451394,7224800,7608371,7175086,6780094,7188440,6616057
1514796360896C2BD535FF146FD3670C	6415307,7376745
1514796473976A69E968992D722B4C63	6756715,7506315,5729214,7109112,7213036
151479678212DB21F51B1A1E3B7029CD	5843419,6742452,6742449,5883504,6177344
1514797002334D96AFF7E4AA71A658F6	7042641,6124772,7025845,4552150
151479705195D46A68A298F7BC15D972	7507328,7519111
15147970859E3B83CE2FEFDB19ADC1D5	6417111,6748101
1514797592E8FD882EE61F8C276ECBE3	7597536,7221134
151479778957EEBC733347E352DE9AB6	7571372,7634188
151479788051C70954C7692F14E2BC0D	7109112,6972861,6399090
151479803221942C7CB40D9FCA909B60	7230441,7519237,6326469,7640876
15147985430C0DFFF6F4B3EF7DF627AB	5980052,7202420,7451394
1514798625A6EF2232B2644447147C34	7587374,7025783
151479882509276CEA134C5DEA8CC6EE	7007823,7293489,6041399,6094195
15147989192C6FA8E0AD670EED3F3DA5	7153254,7383572
1514798972E72912506FDD3658AEC1B8	7482748,7569382
1514799184CC529B0F4B3D7E38E2A11A	6789505,7137910,7174291,7244827
151479931464E88B65D65C05C75BC4D7	4181731,7045423
1514799537449A20E7A76FD08BCDFD61	7487558,7487550
1514799649E24DFEDE6BB1D41BB949B0	7562395,7463600,7181844
1514799951D2D0964949ABA08B0759E5	7203641,7196348
1514800093AA713E799CDE674D56E113	7534002,7179662,1552409,5812492,7597536,7506379,6977639
15148003277638DABE74CE34D5C3F480	7632461,7571594,6609798,7488178
15148003708DE22864570E387FC5385A	7086260,7493187,7609326,7482122
151480058392AB20C3C4743936C5D326	5980052,6416914,7196750,7174291
15148008820AF3D600996A972D9C506C	6402359,6751639,2225196,6885432
1514801062F9F7AEA8C5DCDD6984E871	7572892,6430592,7244827,5760769,6839577,6543544,7460174,6537208,7445649,7460171,7265607,7244174
15148013983D65FBAA2DFFB10CA25FCA	6468524,7380886,6805437,7134922,7641788
1514801444162BEDCA3C57581577224F	7609795,7643110,7642975
1514801637421010068416B85E1AEF30	5756029,7484555,7473800
15148016449D8220D6838181439F0A4E	6575535,7502705
1514801755B26DDC7539590CA22BC246	7365162,7248961,7598439,7215948,7643977
1514801823F5981B8856EC4A89703A29	7641136,7467978
151480212446543A371241416E23333D	7418157,7632647
1514802240A0EA2DBB5554AD686027A4	7506990,7376111
1514802428E8DA8D04B9A215756CA5F4	7199594,7222144,7039941,7412314,6965164,6899406,7525074,7525076,7080172,6891553,7623079
1514802433922F42A5F025C5FB1091D7	5278999,5756029
151480247053C643613F803926BB9047	7489302,7177669,7380795,6916663
1514802761AB6C11B1ED440D9AE7640E	7175541,7291852
15148029834A7F5ABC7903A95B45F04A	7142304,7493150,6669899
1514803451689754D191BAFF4FB4DC00	7219119,7561625,7021912,6075068,7252206,3048712,6216578,6698524,6399090,7111449,5531527,7411210,6470257,7493594,6983133
1514803537CD76BF14A46E51AAFC6E96	7484850,961775,5972106,6109433,7429621,7176071,7001020
1514803898275315695D89CE82C66661	7248551,7244827
15148040697D33541A558A9F37C58B0F	6078871,7011295,6911385,6094284,7007823
151480408291BE38984B06D2E0655199	5980052,7221338,7195989,6399090,6150054,7105780
151480439116A620527CA816DBDEE0ED	7377031,6875515
1514804424B69759E138EEAF5583BCBA	6616057,7112298,6786281,7373488,7071399,6568432,7424688
15148044266E732CD139A5F780B6A738	5903001,7049450,7502699,7444677
15148046284460DB3A0492CC41B6C133	6974657,7444613
1514804823C23DD5A6CA499BA0DBF6D5	5804544,7541730
1514804825D6F94DEF4C368D13016D4F	7282344,7248517,7166250,6332249,4591247,6669745
1514804827DA6E5FEB6C544184389945	7206077,6445330
1514804864B49353A3C053260B4344E6	6668341,7514059
15148049027BBA56BF59442E9E0D6100	7225949,7093229,6621172,6487489
15148049619822E8B615AC205A93C0E7	7457140,6926434,7501710,6422545,7207943,7494609,7273995,7435828,6587470,6528306,5727213
1514805243D10757EDC0BB7073829632	6790456,6138432,6790457,7121707
151480535865A490DD0679188B8C3707	7602889,7603037,6527469,7602919,7602900,7486569,7602918
15148053592248893502E841D98D457D	7027336,5449834,6349809,5631750,6055811,6276172,6609798,7177905
151480551708AC03902DC2A4D1FEFAF6	7134981,7269534
15148056921DD542274749F3B4AC5D40	7068393,7156198
1514805751E5C063B329637AA13FF0C8	5884898,5872269
1514806056312665F28D7BF7EC124B61	5713131,7498690,7601523,7059503
1514806070941CBEA3A8B7E6CC5324C2	6430106,6430029,7354739
1514806111FEA8C00FF2BE154C576588	6104492,6844314,7515775,5488515,6607157
1514806203A2B7F9B18D71E4F4075BED	6971397,7497994,7515766,7265738
1514806242627A58BA395140FA8DB168	7571830,7571831
1514807098ACE7306D63F581C6BD44B0	7504584,7617770,7470948,7516391,7500395,7516389,7501216
1514807405DE6FDD2D8BCE268FD68464	7244827,6055811
1514807459D0E30884B036F26E26FED7	7585188,7103088,5633673,6396787
151480746037D5DFA20696C2C1DFF187	7437526,7514943,7367778,7367118,7376125
15148074746B38313166884F60335B44	6384981,6387996
1514807615174F2CC87BC0561C5D885F	7470203,7137941
15148076436A0147FEBFC1BCF88C6AE2	5811595,7315332
1514808004903F7796E303D982AFBF24	7058409,6911385,6769800,6416914
151480892723014788EB847E99551B7F	6934285,7472777,6644198,6092422,6852329
15148089353670E0A905AC1B1703460C	7574274,6686170,5863364
15148090145E9A4EC6F4A99EBCE90343	7607520,6520520,7489869
15148091319C1D66A14D7F640047D4DE	3625674,7454316,7399619,1402549,6826030,7286523,7109112,7442712,6929980,6911385,7368107,7244217,3345603,6094284,6719191
151480918858F312D2B283C8D2D8C67E	6575857,6592823
15148092973D2D8E3AF1E4F1B70920AC	5722330,6269312
151480949612AB9A0E2A2D1D69D0496E	6056827,7278337
15148097244B2CCA1CC25955BEB3171D	7018939,5592703,6495878,5799662
15148099264FE638026EE384670B7277	7527399,6940758,7189759
15148102380C596323E51FAF2246CECF	7514310,7418148
1514810317BF1B70E43999E623790D05	7571514,6725036,7456160
15148105337976AF33DC50A5BB5AC851	7383316,1739903,5724187,6243893,5467178,5773239,7639841,6998617
1514810545750C879F0ADE92DB985995	6050544,7007823,7442715
1514810645FCD5E0181E77221089EA56	5983750,5983746
15148109536FAD7767A38E4B5353A6B5	6240936,6609798
1514810990727E14DDC45E6DDE85B141	3364180,7233289,6589690
1514811066C466B2144B1001DCA52E47	6567789,6395611,6395355
1514811116D2620E9700E5CE582DB99C	7393432,6115459,7400705,7153525
151481174613F81FE6DB25A832168BB2	7403281,6951047,7520438,6987779,7167516
1514811929C6514D446F5F4AC6324127	7457451,6562040
1514812011864BCDD284365EDFEC2059	4136176,7277024,5048828
151481214547FC7D784AFB053B694A71	6563033,7015245,7533822,6913159,6506746,7014040
1514812192EE75142CCC907EDFE131C0	6904415,7070171
15148122245C1EF7B19F7405BE21A26E	5985689,6467049,5945575,7487014
1514812512B8253948E693742A3B72CB	7161777,7442330,7506671,7488355,6759875,7423586,7575452
15148127379FB8EF7F503E61774DFDB7	7401215,7261006,6467049,7411509,7280495
1514812924CD17AB1CB251394005697C	7437765,7460757
1514813125B2D99CC9F3572EF4CD3959	7231250,7490987,5980052
1514813325BE0F814EF09DDC13EC98D1	7280644,6678299
15148134384974BB7CF31604F3B58E09	6094184,6094195,6981034,6316127,6826867
15148134683D45B3A26FDA4289ED7F03	5983750,6972861,6063843
1514813542D61C36FE2C4EA7442456DB	6704339,7367142,6704337,7457418,6704334,6317498
151481403388658FFB71CA20DB178507	5052371,6914327
1514814156003EEAF933D10D6E65CBF5	7305330,5587014,7477546
1514814364E8D745C11A976527F8F866	4497164,5908425
15148146264596F1F9CDACDE04D5BF90	7424114,7230358
1514814700D00963F8B68A947033519C	7354413,7527071,5612775,961775,6971348,6213899,2806022,7159178
1514814768E177D1A7936E1CA58DF405	7285435,1552409
1514814848D11AEBFCC7F78DD370772D	7561618,7297655,7487546,7572067,7591556,7534818,7085763,7403403
1514815010104E2826D09726A3DEF089	7476466,7438261,6326469,6991791,7422345
1514815392597C459B4DF5D1C34C719A	7080308,6750827
1514815449A26F79923DE4509E2E5608	6555350,5864980,6218499,7020980,6997232
1514815484429E60F76CC228DCE3873F	7487768,7488102
1514815523DE1EDD517D0F2FF247F1A8	3457723,6987779,7498619,7007823
151481596928F923E0E870621D15A478	7632036,5767342,7600655,7227810
1514816115B64F7C8E29C39F19763E1B	5736600,7623079
15148161296965523708BF1E011D2209	7206154,6579851,6858328,7487575
151481613109CB23BCC6CF4E547F1250	7539086,5678294
1514816173D62A06F1C11E8B3EE9F77A	6990773,6616003
151481621294F516EFFDF0AF3438B72E	5748435,6240936,7196348
15148162631656D6A786E84163CA4179	1373338,6128317
15148165421A0928C271989632D14658	3675454,7052791,7425877
1514816800AC582ABED40D0D2144E386	7208352,7007823
1514816981EF7D81554880BC7C9F7E8F	7298234,7159537,6715973,5592703,7205276,6695960
15148170575BBD64C47CFCB32368DFEA	7173220,7501841,7011295,7446652,6899614,7233996,7176032
151481756182E8268B0CA6F48D58CD55	7634482,6741103,7533892,7641973
1514817800FE1F42C4B53033C661342A	5870657,7591923,1631615,1772205,1758097
151481798217159182D46B30BF530693	6786145,5965236,6360700,6493572,6965600
1514818043F3A0F75CE7DC8306CAC14E	7134776,6984972,6524595
15148180746131E603FFD5133C92E9D2	7207964,6989974,7090308
151481826495586ABDF55480E6E8B649	6718775,7018767
15148182844A053FDF1188A7D856EBDA	7195682,6695645,7112073,6757655,7205636,7209768,6429546,7194107,6529083
151481835370B07DD047C2EB7AE6936A	7475538,7541102,7603761
1514818381CA31273DC1DDCAAA574BB0	7437192,1887663
1514818639C910A512C787A7B7B2220B	6880090,6880099,6880067
15148191720F3F858B4976ECE4D042BE	7463515,7463498,6579906
1514819246A6436DC7C8CB2337D61B7B	6063164,1551572
151481946777AE5F10662633C3EBD355	7471381,7618693,7376166,7492668
15148194852D25EA0CDABFFB21261F75	6137709,5488515
1514819523D37A6CBCB003F5EC299364	5729214,5773239
1514819556623BA9BEBE6BBA2A368C42	5733178,7513715,7507189,7171024,7282109,7632350
151481993387D8099EE256A66F8C1D66	6431986,6945933,7457252
15148202259B0B145A447D92BD9F089F	7090308,6526924,7021490
15148204236BF1422D2FC5C9D826E979	7348666,7022348,7297884,7244827,7365114
15148204812A9CF2F13D071255207A61	7191493,7227037
1514820567B7A622D116B3489E23C87A	7260520,6926529,5757059,6930313,6109823,6895935,5524348,6837059,5799662,5767285,6609798,6405106
15148209612A6649012F612A325CE0D5	7251520,7241816
1514821210C13D0248023EC6B125C178	7111685,5729214
1514821774C19E26F3C450ECB84DD77C	6820032,7527106,6822846,6591331,6763970,6823522,6842530
151482184812DF882F35D6D40C735C00	5757059,7248495
151482195800A9AAE51CF7D68BF920FF	7208352,7036298,7208405
15148221531B64ADBEE5589BE0AE7C56	7109112,7424114
1514822428C1797259356BF957C2F43D	7507434,6844314
151482246284ADFE63F7450F49782F9E	7488429,6928667,7240918,6920061,6925524
151482262194F838935C3963A7E2A0AF	6548791,6952761
1514822685389464351B37C9363258E3	7645838,7285606
15148236787E33FD353BB335ECE300E3	7347916,7514162,7516815,6911581,7591947,7463498
15148236828C82CCF86EA2F8ACCB2EBB	6911385,6129524,7501182,7122546
15148239203EB0FC3D9E46BC421577B8	6626288,6319807
1514823922C603CE340464AC4F4E79EA	6685665,6769704,7424529
1514824008B5F2EB84704343B66EC541	5965619,5909011
1514824052AF57A4D4FEB3505641B785	7619600,6840223,7440908
15148241383880BE662D24C5499B568E	5919746,5859690,5891445,6155661,5859730,5891640,5891638,5890403,5861691,7228436,6448876
151482556352DE3443547BEEBFFBA561	6387171,7619610
1514825681C3465F90312F2519B4FAF5	6929691,7430213
15148257189638A548D0F258C1D59C92	7430428,7523238,7393739,6238873,7393499,7527296,7069774,6978418,7297093,7457005,5921835
1514825815C33AB7547CC50D175370DA	5798500,6059060
15148260597976D037FC219C02F20DAB	7194107,6387171
15148260951ADDE82B56290463DCD61D	3628877,2994182
1514827029F1A20C3398DFA084E3C2E4	6004902,6422545
1514827208B8BB30A1E4CBB1AE15AB69	6017351,5965619
1514828106C08E041A6911759BE644B5	5450776,6124772,7473621,2129768,6831639,6529869,7493495
1514828154EF15F156ADC5D0DFBE8842	6999169,6540094,7487398,7479235
151482820516BE1FC3066A09FD08A93D	5756029,5983750
1514828328652ABACA6A13AC863A561A	6143782,7019586
151482855122BC9E839A53C5E0520895	6750528,7065350
15148285984C8500417E757C148E9400	7479971,7503253,7242976,7153254
15148287527117083EDC45E8E167092C	7561659,7019586
1514828956C976D223323ABB5FCB245A	6004902,6422545
1514829605D98CBCEF0BF25114985A08	7583646,7463085,6716159,7078540,7056141,7189253,7223891,7421042,7189247,7362604
1514830146EF0665000B7ECADCBBFCF9	6134296,6744783
1514830380EA05C992A3AD7652D80BDD	7561659,6172169
151483144850A5F990B5574C3BDAD49E	7196750,7450468
1514831622F1F85EF8207815591E1584	7394420,7185397
151483165791B01A66B90AD934F560EF	6218499,7506636,6543616,7410966,7620435
1514831819DB6BCC20A67C4BCB7F6B9E	7476540,7506452,7172452,7139277,7508713,7522815,6985405,7541321,6087995,7266730,7393498,7181668,7458922,7248892,7517934,7388143,6267930,7473412,7502840,7583695,7486833,6376027,7111491,7045678,7640882,7571594
15148319547D2EEF73D060F0EE1AB749	6939745,5970723,6026639,7174174
1514832075463B98C4A75F73AB57E237	7149047,6900934
15148338419F5226AA5FEE48527B9F0A	7039337,7418643
1514834110C67D322A283903EBFE4F38	7180684,7209348,7509776,5379538
151483594694F43BB266E661F5B1F2C9	1739903,7519111,5873093
15148374761DC34422413E8570898822	7599943,7436153,7176202
15148377692DD4D0FDF760C7CCDB7A01	6012486,6825229
1514838662CC11F76D732F60132CAFBC	6988700,7607500,7099460,5941421,7463518,7465944,7285990,6856308,6758405
1514839406743C6F9C485FA58CD87070	6928959,6280599,7108109,6861751,7032369,7427976
151483982486D5D7BD761E71DC9F1243	5773239,5427222
1514842100F8FE5D0FEB9CE1040B3F4D	7486614,7383572,6066149,7503073
151484251684E0D2F3485E61C44D85DB	6635327,6704337,7182610,6635297,6635256
1514842632C1489A8B261CFEBCAF5F67	6704337,7182610,6635256
151484278389EF658CF17D0E6948D676	6704337,6635256,7182610
151484291276BAB803B2E015AED5C944	7182610,6635256,6704337
1514843080C3D708740892E97C60F1BD	6635256,7182610,6704337
15148434579152BABDD300114421015F	6704337,6635256,7182610
1514843588A3EA51909783BBE7C4B090	7182610,6635256,6704337
1514843736503D88FA74D0FEB97E808C	7182610,6704337,6635256
1514843873CD80E13F9D29F610B35172	6704337,7182610,6635256
15148440214979048F4E99BED3FB014C	6704337,7182610,6635256
1514844116881CEB3E596F6A86659AAF	6635256,7182610,6704337
151484425312EC9015ACF288D1B2CB8E	6635256,6704337,7182610
151484434647B33D5AE5D65DB7846B9B	7176495,7109112
1514844428403B63AC8D439DA5993C22	7182610,6635256,6704337
15148448318DA419AB14D21D3A13441F	1373338,7541618,7623054,7095810,7202614,7622554,5983750,7620622
1514845016102B0E442852748C46CD2D	7182610,6359337,6635256,7013283,6571137,6919339
1514845040B9C3B60A4C93567A649C63	7094106,7642621,7449653
1514845973D4ED10684BA93E9DB23E5B	6994218,7539067,7493151
151484598278C800DDC727B0BFAE1E09	5696949,5760522,5980052,5718174,6989642,5695898,7570967
151484653977558C60AAE04825D7519E	7562201,7522418
1514846888D84764FB231AE85A4748A4	7598215,6129044,6036411
15148470479A4DDCFFAAA67E77220533	7089941,6128072,6121314,7562972,6449095
1514847346DDD080C33688A8516CBE9D	6128072,7089941,6895969
151484843155A5AF2967CF1992B1E138	5985753,6130129,6568585
1514848606840A9F7DEC0956BE2C0530	7605708,7471731
151484877355831F4C6FE242ACE10732	5872939,7465944
15148493429A1A333453692E19C7ED29	6810317,6810309
15148496514B72198EAA008545DD8171	7491681,6682744,6644198
1514849783CE10E8A969384769B94243	7018431,5872939
15148499101D29C734897141849F87A2	5765194,7505261,7381688,7375692
